"","Illnesses","Hospitalizations","Fatalities","location","food","species","month","state","ingredient"
"1195",28,0,0,1,37,5,12,1,6
"1196",14,1,0,3,421,7,12,1,6
"1197",24,0,0,5,422,7,12,1,6
"1198",13,0,0,5,37,7,12,1,6
"1199",6,0,0,1,37,7,12,1,6
"1200",9,0,0,1,37,7,12,1,6
"1201",4,0.905161734342739,0.0187628865979381,1,62,34,12,2,6
"1202",19,0,0,1,37,7,12,22,6
"1203",2,0.905161734342739,0.0187628865979381,1,305,7,12,3,6
"1204",2,0,0,1,64,7,12,3,6
"1205",3,0,0,1,209,5,12,3,6
"1206",2,0,0,1,37,7,12,3,6
"1207",2,0,0,1,297,7,12,3,6
"1208",2,1,0,1,92,15,12,3,6
"1209",2,0,0,1,423,7,12,3,6
"1210",4,0,0,1,284,7,12,3,6
"1211",3,0.905161734342739,0.0187628865979381,3,424,7,12,3,6
"1212",6,0,0,1,109,7,12,3,6
"1213",5,0,0,1,37,7,12,3,6
"1214",2,2,0,1,113,7,12,3,6
"1215",6,0,0,3,65,7,12,3,6
"1216",8,0,0,5,425,7,12,3,6
"1217",2,0,0,1,426,7,12,3,6
"1218",2,0,0,1,167,7,12,3,6
"1219",3,0,0,1,6,7,12,3,6
"1220",5,0,0,1,427,7,12,3,6
"1221",6,0,0,1,428,7,12,3,6
"1222",2,0,0,1,409,7,12,3,6
"1223",2,0,0,1,429,7,12,3,6
"1224",28,0,0,7,109,7,12,3,6
"1225",45,0.905161734342739,0.0187628865979381,7,23,7,12,4,6
"1226",2,0,0,1,3,2,12,5,6
"1227",2,1,0,3,430,12,12,5,6
"1228",2,0,0,1,37,7,12,5,6
"1229",2,0,0,1,181,7,12,5,6
"1230",4,0,0,1,431,7,12,5,6
"1231",2,0,0,3,432,25,12,5,6
"1232",12,0,0,1,37,18,12,6,6
"1233",2,0,0,1,37,7,12,6,6
"1234",4,0.905161734342739,0.0187628865979381,1,37,7,12,6,6
"1235",10,0,0,1,37,7,12,6,6
"1236",3,0,0.0187628865979381,1,37,7,12,6,6
"1237",26,0,0,1,138,7,12,7,6
"1238",60,0,0,1,37,6,12,34,6
"1239",35,0.905161734342739,0.0187628865979381,3,37,7,12,35,6
"1240",2,0,0,1,433,3,12,37,6
"1241",35,0,0,1,434,7,12,37,6
"1242",3,0,0,4,37,7,12,8,6
"1243",3,0,0,1,435,7,12,8,6
"1244",4,0.905161734342739,0.0187628865979381,1,37,7,12,8,6
"1245",2,0.905161734342739,0.0187628865979381,1,37,7,12,8,6
"1246",10,0.905161734342739,0.0187628865979381,7,436,7,12,8,6
"1247",3,0.905161734342739,0.0187628865979381,1,37,7,12,8,6
"1248",4,0.905161734342739,0.0187628865979381,1,37,7,12,8,6
"1249",2,0.905161734342739,0.0187628865979381,1,37,7,12,8,6
"1250",7,0.905161734342739,0.0187628865979381,1,37,7,12,8,6
"1251",2,0.905161734342739,0.0187628865979381,1,37,7,12,8,6
"1252",31,0,0,1,37,7,12,9,6
"1253",6,0.905161734342739,0.0187628865979381,1,437,7,12,10,6
"1254",6,0.905161734342739,0.0187628865979381,1,74,7,12,10,6
"1255",6,0.905161734342739,0.0187628865979381,1,10,7,12,10,6
"1256",6,0.905161734342739,0.0187628865979381,1,165,7,12,10,6
"1257",6,0.905161734342739,0.0187628865979381,1,438,7,12,10,6
"1258",2,0.905161734342739,0.0187628865979381,1,64,7,12,10,6
"1259",4,0.905161734342739,0.0187628865979381,1,16,7,12,10,6
"1260",26,0.905161734342739,0.0187628865979381,1,439,7,12,10,6
"1261",12,0.905161734342739,0.0187628865979381,1,42,7,12,10,6
"1262",10,0.905161734342739,0.0187628865979381,1,37,7,12,10,6
"1263",6,0.905161734342739,0,1,37,7,12,10,6
"1264",27,0.905161734342739,0.0187628865979381,5,440,7,12,10,6
"1265",19,0.905161734342739,0.0187628865979381,1,16,7,12,10,6
"1266",4,0.905161734342739,0,1,144,7,12,10,6
"1267",2,0,0,1,99,7,12,10,6
"1268",6,0,0,1,322,7,12,10,6
"1269",25,0,0,1,441,7,12,11,6
"1270",10,0,0,1,6,7,12,11,6
"1271",9,0,0,1,37,3,12,11,6
"1272",5,0.905161734342739,0.0187628865979381,1,37,7,12,23,6
"1273",86,16,3,10,442,3,12,12,6
"1274",4,0,0,9,37,7,12,13,6
"1275",8,0,0,1,37,7,12,13,6
"1276",5,0,0,1,6,7,12,13,6
"1277",12,0,0,1,37,7,12,13,6
"1278",15,0,0,1,443,7,12,13,6
"1279",12,0,0,1,37,7,12,13,6
"1280",8,0.905161734342739,0,1,6,7,12,13,6
"1281",23,0.905161734342739,0,1,6,7,12,13,6
"1282",45,0,0,1,76,7,12,13,6
"1283",4,0.905161734342739,0.0187628865979381,1,37,7,12,13,6
"1284",7,0,0,1,8,7,12,13,6
"1285",46,0.905161734342739,0.0187628865979381,1,444,6,12,14,6
"1286",92,0,0,1,88,6,12,46,6
"1287",6,0.905161734342739,0.0187628865979381,1,10,18,12,15,6
"1288",5,0.905161734342739,0.0187628865979381,1,445,18,12,15,6
"1289",2,0,0,1,37,7,12,15,6
"1290",2,0,0,1,64,6,12,15,6
"1291",5,0.905161734342739,0.0187628865979381,3,37,7,12,15,6
"1292",300,0,0,7,446,6,12,15,6
"1293",3,0,0,1,37,7,12,15,6
"1294",2,2,0,1,37,7,12,15,6
"1295",18,0,0,1,37,18,12,15,6
"1296",6,0.905161734342739,0,1,37,7,12,15,6
"1297",3,0,0,1,37,7,12,15,6
"1298",2,0,0,1,125,2,12,16,6
"1299",9,0,0,21,117,7,12,16,6
"1300",7,0,0,3,447,3,12,17,6
"1301",21,7,0,3,448,3,12,17,6
"1302",2,2,0.0187628865979381,3,449,27,12,17,6
"1303",35,0.905161734342739,0,1,450,8,12,50,6
"1304",12,1,0,6,115,8,12,50,6
"1305",33,0.905161734342739,0,1,37,7,12,47,6
"1306",4,0,0,5,53,7,12,20,6
"1307",2,0,0,1,37,7,12,20,6
"1308",118,0,0,1,91,9,12,49,6
"1309",12,0,0,1,37,7,12,21,6
"1310",6,0,0,1,37,7,12,21,6
"1311",3,0,0,1,37,7,1,27,6
"1312",13,1,0,1,65,26,1,1,4
"1313",3,0,0,1,451,3,1,1,2
"1314",9,0,0,1,37,7,1,1,6
"1315",31,6,0,1,452,3,1,1,17
"1316",5,0,0,1,37,7,1,1,6
"1317",16,0,0,1,37,7,1,1,6
"1318",32,0.905161734342739,0,1,453,4,1,1,6
"1319",16,0.905161734342739,0.0187628865979381,1,37,7,1,1,6
"1320",2,1,0,1,454,3,1,1,6
"1321",4,0,0,1,37,8,1,1,6
"1322",4,0.905161734342739,0.0187628865979381,5,455,6,1,2,2
"1323",3,0.905161734342739,0.0187628865979381,1,456,3,1,2,6
"1324",112,3,0,1,457,3,1,2,6
"1325",16,0.905161734342739,0.0187628865979381,1,42,8,1,3,6
"1326",3,0.905161734342739,0.0187628865979381,1,258,7,1,3,6
"1327",4,0,0,1,458,7,1,3,6
"1328",2,0.905161734342739,0.0187628865979381,1,20,7,1,3,6
"1329",2,0.905161734342739,0.0187628865979381,3,208,12,1,3,6
"1330",9,0.905161734342739,0.0187628865979381,1,459,2,1,3,18
"1331",3,0.905161734342739,0.0187628865979381,1,37,7,1,3,6
"1332",4,1,0.0187628865979381,1,460,7,1,3,6
"1333",2,1,0.0187628865979381,1,461,7,1,3,6
"1334",2,0.905161734342739,0.0187628865979381,1,462,7,1,3,6
"1335",2,0.905161734342739,0.0187628865979381,1,117,31,1,3,6
"1336",2,0,0,1,70,7,1,3,6
"1337",3,0.905161734342739,0.0187628865979381,1,74,7,1,3,6
"1338",9,0.905161734342739,0.0187628865979381,3,463,7,1,3,6
"1339",3,0.905161734342739,0.0187628865979381,1,88,7,1,3,6
"1340",3,0,0,1,464,7,1,3,6
"1341",2,1,0,1,336,8,1,3,6
"1342",3,0,0,4,16,3,1,3,6
"1343",2,0,0,1,125,7,1,3,6
"1344",4,0,0,1,3,2,1,5,6
"1345",3,0.905161734342739,0.0187628865979381,3,163,12,1,5,6
"1346",15,0,0,1,17,7,1,6,6
"1347",11,1,0,1,37,7,1,6,6
"1348",10,0,0,1,37,7,1,6,6
"1349",7,0,0,3,37,7,1,6,6
"1350",10,0,0,1,465,7,1,6,6
"1351",16,0,0,1,37,7,1,6,6
"1352",3,1,0,1,37,7,1,6,6
"1353",57,0,0,1,37,5,1,7,6
"1354",12,0,0,1,37,7,1,33,6
"1355",19,3,0,1,37,7,1,37,6
"1356",5,0,0,1,37,7,1,8,6
"1357",2,1,0,5,466,7,1,8,6
"1358",13,0,0,1,37,7,1,8,6
"1359",2,0.905161734342739,0.0187628865979381,1,37,7,1,8,6
"1360",2,0,0,1,37,7,1,8,6
"1361",4,0,0,1,37,7,1,8,6
"1362",2,0,0,3,37,7,1,8,6
"1363",14,1,0.0187628865979381,13,37,7,1,9,6
"1364",20,0,0,6,467,6,1,11,19
"1365",15,0,0,1,37,7,1,11,6
"1366",83,9,0,1,233,3,1,12,6
"1367",46,0.905161734342739,0.0187628865979381,10,37,7,1,25,6
"1368",3,7,0,1,37,7,1,25,6
"1369",9,0.905161734342739,0.0187628865979381,1,408,7,1,13,6
"1370",3,1,1,1,436,6,1,13,6
"1371",4,0.905161734342739,0.0187628865979381,1,468,25,1,15,6
"1372",27,0.905161734342739,0.0187628865979381,1,47,7,1,20,6
"1373",2,0,0.0187628865979381,1,469,7,1,20,6
"1374",61,0.905161734342739,0.0187628865979381,1,470,9,1,20,6
"1375",15,0,0,1,37,7,1,21,6
"1376",7,0.905161734342739,0.0187628865979381,5,37,7,2,27,6
"1377",3,0,0,1,37,7,2,27,6
"1378",14,0,0,3,311,37,2,1,6
"1379",21,0,0,1,37,5,2,1,6
"1380",9,0,0,1,16,7,2,1,6
"1381",5,0,0,1,37,7,2,1,6
"1382",17,0,0,1,37,5,2,1,6
"1383",17,0,0,3,37,7,2,1,6
"1384",10,0,0,1,471,3,2,3,6
"1385",2,0,0,1,10,38,2,3,6
"1386",18,0,0.0187628865979381,1,472,6,2,3,6
"1387",3,0,0,1,64,8,2,3,6
"1388",16,14,0,9,473,3,2,3,6
"1389",3,0,0,1,427,7,2,3,6
"1390",4,0,0,1,474,7,2,3,6
"1391",4,0.905161734342739,0.0187628865979381,1,167,7,2,3,6
"1392",3,0.905161734342739,0.0187628865979381,1,8,3,2,3,6
"1393",2,0.905161734342739,0.0187628865979381,1,74,8,2,3,6
"1394",3,0.905161734342739,0.0187628865979381,1,475,8,2,3,6
"1395",2,0.905161734342739,0.0187628865979381,1,476,7,2,3,6
"1396",4,0,0,1,109,8,2,3,6
"1397",20,0.905161734342739,0.0187628865979381,1,226,14,2,3,6
"1398",2,1,0,1,37,7,2,3,6
"1399",2,0,0,1,37,7,2,3,6
"1400",6,0,0,1,477,7,2,3,6
"1401",2,0,0,1,70,2,2,3,6
"1402",3,0.905161734342739,0.0187628865979381,1,109,8,2,3,6
"1403",2,0.905161734342739,0.0187628865979381,1,461,8,2,3,6
"1404",4,0.905161734342739,0.0187628865979381,1,109,7,2,3,6
"1405",6,0,0,1,465,7,2,3,6
"1406",2,0,0,4,245,7,2,3,6
"1407",2,0,0,1,13,9,2,3,6
"1408",13,0,0,1,37,7,2,3,6
"1409",3,0,0,1,478,7,2,3,6
"1410",3,0,0,1,161,9,2,3,6
"1411",4,0,0,1,28,2,2,5,6
"1412",2,0,0,3,210,12,2,5,6
"1413",2,0,0,1,37,7,2,6,6
"1414",17,2,0,1,37,7,2,6,6
"1415",3,0,0,1,37,7,2,6,6
"1416",41,0,0,7,37,7,2,37,6
"1417",3,0,0,1,37,7,2,8,6
"1418",2,0.905161734342739,0.0187628865979381,1,37,7,2,8,6
"1419",97,0.905161734342739,0.0187628865979381,1,37,7,2,8,6
"1420",2,0.905161734342739,0.0187628865979381,18,479,7,2,8,6
"1421",2,0,0,1,37,7,2,8,6
"1422",3,0.905161734342739,0.0187628865979381,3,258,7,2,8,6
"1423",2,0.905161734342739,0.0187628865979381,1,37,7,2,8,6
"1424",2,0.905161734342739,0.0187628865979381,1,37,7,2,8,6
"1425",3,0.905161734342739,0.0187628865979381,1,65,7,2,8,6
"1426",2,0.905161734342739,0.0187628865979381,1,37,7,2,8,6
"1427",2,0.905161734342739,0.0187628865979381,1,37,7,2,8,6
"1428",3,0,0,1,305,7,2,8,6
"1429",3,0,0,1,480,3,2,8,6
"1430",50,0,0,6,37,7,2,8,6
"1431",37,2,0.0187628865979381,1,481,7,2,8,6
"1432",4,0.905161734342739,0.0187628865979381,1,29,6,2,10,7
"1433",3,0.905161734342739,0.0187628865979381,1,37,7,2,10,6
"1434",26,0,0,1,37,3,2,10,6
"1435",2,0.905161734342739,0.0187628865979381,1,42,7,2,10,6
"1436",63,0,0,13,482,7,2,11,6
"1437",6,0,0,1,483,6,2,11,6
"1438",65,8,0,1,215,22,2,24,20
"1439",81,0,0,7,37,7,2,25,6
"1440",3,0.905161734342739,0.0187628865979381,1,371,11,2,13,3
"1441",4,0.905161734342739,0.0187628865979381,1,185,8,2,13,6
"1442",27,0.905161734342739,0.0187628865979381,1,6,7,2,13,6
"1443",24,0.905161734342739,0.0187628865979381,5,37,7,2,13,6
"1444",40,0.905161734342739,0.0187628865979381,5,37,7,2,13,6
"1445",16,0.905161734342739,0.0187628865979381,1,37,7,2,13,6
"1446",12,0.905161734342739,0.0187628865979381,1,37,7,2,13,6
"1447",20,0.905161734342739,0.0187628865979381,1,142,7,2,14,6
"1448",12,0.905161734342739,0.0187628865979381,1,37,7,2,15,6
"1449",11,0.905161734342739,0.0187628865979381,9,484,3,2,15,6
"1450",2,0.905161734342739,0.0187628865979381,1,37,7,2,15,6
"1451",5,0.905161734342739,0.0187628865979381,1,37,7,2,15,6
"1452",78,1,0,7,37,7,2,15,6
"1453",60,0,1,1,37,7,2,15,6
"1454",104,5,0,5,405,3,2,17,4
"1455",3,0.905161734342739,0.0187628865979381,1,485,7,2,20,6
"1456",6,1,0.0187628865979381,1,10,7,2,20,6
"1457",9,0.905161734342739,0.0187628865979381,1,37,5,2,20,6
"1458",3,0.905161734342739,0.0187628865979381,1,16,7,2,20,6
"1459",2,0.905161734342739,0.0187628865979381,1,486,7,2,20,2
"1460",3,0.905161734342739,0.0187628865979381,1,16,7,2,20,6
"1461",3,0.905161734342739,0.0187628865979381,1,487,20,2,20,6
"1462",3,0.905161734342739,0.0187628865979381,1,6,7,2,20,6
"1463",5,0.905161734342739,0.0187628865979381,1,82,5,2,20,6
"1464",9,0,0,1,42,7,2,21,6
"1465",4,0,0,1,37,3,3,1,6
"1466",21,0,0,1,488,7,3,1,6
"1467",17,3,0,1,489,7,3,1,6
"1468",18,0,0,1,490,7,3,1,6
"1469",39,2,0,1,37,7,3,1,6
"1470",245,0,0,1,491,24,3,1,6
"1471",35,3,0,1,492,3,3,1,6
"1472",24,0,0,1,37,5,3,1,6
"1473",3,1,0,1,493,15,3,1,6
"1474",10,0.905161734342739,0.0187628865979381,1,107,6,3,2,6
"1475",2,0.905161734342739,0.0187628865979381,1,17,7,3,3,6
"1476",2,0.905161734342739,0.0187628865979381,1,6,7,3,3,6
"1477",2,0.905161734342739,0.0187628865979381,1,12,7,3,3,6
"1478",2,0.905161734342739,0.0187628865979381,1,167,7,3,3,6
"1479",4,0,0,1,494,7,3,3,6
"1480",3,0,0,1,495,7,3,3,6
"1481",3,0,0,1,496,7,3,3,6
"1482",2,0.905161734342739,0.0187628865979381,1,497,8,3,3,6
"1483",5,0,0,1,254,7,3,3,6
"1484",3,0.905161734342739,0.0187628865979381,1,498,7,3,3,6
"1485",3,0.905161734342739,0.0187628865979381,1,499,25,3,3,6
"1486",2,1,0,1,368,7,3,3,6
"1487",4,0.905161734342739,0.0187628865979381,1,500,7,3,3,6
"1488",2,0,0,1,65,8,3,3,6
"1489",3,0.905161734342739,0.0187628865979381,1,501,7,3,3,6
"1490",2,0,0,1,174,7,3,3,6
"1491",3,0,0,1,502,7,3,3,6
"1492",2,0,0,1,185,7,3,3,6
"1493",3,0,0,1,33,9,3,3,6
"1494",4,0,0,1,37,7,3,3,6
"1495",20,0,0,10,37,7,3,32,6
"1496",54,0,0,1,503,7,3,32,6
"1497",36,0.905161734342739,0.0187628865979381,7,504,6,3,32,7
"1498",2,0,0,3,505,12,3,5,6
"1499",2,0,0,3,27,12,3,5,6
"1500",3,0.905161734342739,0.0187628865979381,1,163,35,3,5,6
"1501",13,0,0,1,37,8,3,5,6
"1502",3,0,0,1,37,7,3,6,6
"1503",20,0,0,5,37,7,3,6,6
"1504",8,0,0,1,37,4,3,6,6
"1505",2,0,0,1,37,7,3,6,6
"1506",4,0,0,1,37,7,3,6,6
"1507",9,0,0,1,37,7,3,6,6
"1508",4,0,0,1,37,7,3,6,6
"1509",15,1,0,1,37,5,3,7,6
"1510",17,2,0,1,344,7,3,33,6
"1511",11,0,0,1,16,7,3,34,6
"1512",2,0,0,1,37,7,3,8,6
"1513",2,0,0,1,37,7,3,8,6
"1514",2,0,0,1,506,7,3,8,6
"1515",2,0.905161734342739,0.0187628865979381,1,37,7,3,8,6
"1516",2,0.905161734342739,0.0187628865979381,1,37,7,3,8,6
"1517",2,0.905161734342739,0.0187628865979381,1,37,7,3,8,6
"1518",55,0.905161734342739,0.0187628865979381,1,8,3,3,8,6
"1519",2,0.905161734342739,0.0187628865979381,4,16,7,3,8,6
"1520",2,0.905161734342739,0.0187628865979381,1,37,7,3,8,6
"1521",2,0.905161734342739,0.0187628865979381,1,507,7,3,8,6
"1522",5,0.905161734342739,0.0187628865979381,1,37,7,3,8,6
"1523",2,1,2,1,508,7,3,8,6
"1524",2,0,0,3,208,12,3,9,6
"1525",2,0,0,1,37,7,3,10,6
"1526",20,0.905161734342739,0.0187628865979381,1,144,20,3,41,6
"1527",31,0.905161734342739,0.0187628865979381,1,37,5,3,41,6
"1528",46,0,0,19,338,18,3,24,6
"1529",25,0.905161734342739,0.0187628865979381,1,37,7,3,26,6
"1530",75,0.905161734342739,0.0187628865979381,7,37,7,3,13,6
"1531",47,0.905161734342739,0.0187628865979381,5,37,7,3,13,6
"1532",4,0.905161734342739,0.0187628865979381,1,42,25,3,15,6
"1533",43,0.905161734342739,0,1,509,7,3,15,6
"1534",5,3,0,1,88,8,3,15,6
"1535",16,0,0,3,37,7,3,15,6
"1536",9,0,0,1,37,7,3,15,6
"1537",105,0,0,7,37,7,3,15,6
"1538",9,0,0,1,37,7,3,17,6
"1539",8,0,0,5,37,7,3,17,6
"1540",50,0,0,7,81,8,3,30,7
"1541",57,0.905161734342739,0.0187628865979381,1,37,14,3,18,6
"1542",121,0.905161734342739,0.0187628865979381,1,37,14,3,18,6
"1543",2,0.905161734342739,0.0187628865979381,1,510,7,3,20,6
"1544",18,0.905161734342739,0.0187628865979381,1,6,5,3,20,6
"1545",3,0.905161734342739,0.0187628865979381,1,109,7,3,20,6
"1546",6,0.905161734342739,0.0187628865979381,1,511,7,3,20,6
"1547",3,0.905161734342739,0.0187628865979381,1,53,7,3,20,6
"1548",3,0.905161734342739,0.0187628865979381,1,42,25,3,20,6
"1549",10,0.905161734342739,0.0187628865979381,1,42,7,3,20,6
"1550",10,0.905161734342739,0.0187628865979381,12,449,6,3,21,6
"1551",4,1,0,1,165,8,3,21,6
"1552",4,0.905161734342739,0.0187628865979381,1,37,7,4,27,6
"1553",3,0.905161734342739,0.0187628865979381,1,37,7,4,27,6
"1554",17,0,0,1,37,7,4,27,6
"1555",2,0,0,1,37,7,4,27,6
"1556",3,0,0,1,37,7,4,27,6
"1557",6,0,0,1,37,7,4,27,6
"1558",140,0,0,7,37,9,4,27,6
"1559",7,0,0,1,217,7,4,1,6
"1560",7,0,0,1,512,7,4,1,6
"1561",5,0.905161734342739,0.0187628865979381,1,64,3,4,1,6
"1562",11,0,0,1,513,7,4,1,6
"1563",77,0,0,1,514,7,4,1,6
"1564",40,0,0,1,515,7,4,1,6
"1565",34,0,0,5,88,6,4,1,6
"1566",90,1,0,1,37,7,4,1,6
"1567",4,0.905161734342739,0.0187628865979381,1,6,7,4,3,6
"1568",2,0,0,1,516,7,4,3,6
"1569",2,0,0,1,37,7,4,3,6
"1570",4,0,0,1,517,6,4,3,21
"1571",2,0,0,1,150,7,4,3,6
"1572",3,0,0,1,15,8,4,3,6
"1573",2,0.905161734342739,0.0187628865979381,1,37,7,4,3,6
"1574",28,0.905161734342739,0.0187628865979381,5,37,6,4,3,6
"1575",2,2,0.0187628865979381,1,518,8,4,3,6
"1576",6,0.905161734342739,0.0187628865979381,1,519,7,4,3,6
"1577",5,0,0.0187628865979381,1,117,7,4,3,6
"1578",3,0,0,1,54,7,4,3,6
"1579",3,0,0,1,520,7,4,3,6
"1580",4,0,0.0187628865979381,1,521,7,4,3,6
"1581",8,0.905161734342739,0.0187628865979381,5,37,14,4,3,6
"1582",3,0,0,1,245,11,4,3,6
"1583",2,0,0,1,91,7,4,3,6
"1584",3,0,0,4,87,7,4,3,6
"1585",2,0,0,1,522,7,4,3,6
"1586",2,0,0,1,267,9,4,3,6
"1587",2,0,0,1,523,7,4,3,6
"1588",3,0,0,1,267,7,4,3,6
"1589",4,1,0,1,117,7,4,3,6
"1590",4,0,0,1,117,7,4,3,6
"1591",3,0,0,1,74,8,4,3,6
"1592",2,1,0.0187628865979381,3,27,12,4,5,6
"1593",21,0.905161734342739,0,1,524,3,4,5,2
"1594",23,0,0,5,525,7,4,6,6
"1595",10,0,0,1,37,7,4,6,6
"1596",20,1,0,1,37,7,4,6,6
"1597",8,0,0,1,37,7,4,6,6
"1598",199,6,0,1,37,7,4,6,6
"1599",36,0,0,1,37,7,4,6,6
"1600",40,0.905161734342739,1,10,37,7,4,33,6
"1601",6,0.905161734342739,0.0187628865979381,1,526,5,4,37,20
"1602",3,0,0,1,239,7,4,8,6
"1603",27,0,0,14,527,6,4,8,6
"1604",2,0,0,1,91,7,4,8,6
"1605",65,3,0,6,528,3,4,8,22
"1606",31,0,0,5,88,6,4,8,6
"1607",38,0,0,1,529,7,4,8,6
"1608",12,0,0,1,37,7,4,8,6
"1609",17,0,0,6,530,7,4,8,6
"1610",2,0,0,1,531,7,4,8,6
"1611",11,0,0,1,37,7,4,8,6
"1612",2,0,0,1,37,7,4,8,6
"1613",20,0.905161734342739,0.0187628865979381,5,88,6,4,8,6
"1614",4,0,0,3,147,2,4,9,6
"1615",11,0.905161734342739,0.0187628865979381,1,532,7,4,10,6
"1616",3,0,0,1,37,7,4,10,6
"1617",2,0.905161734342739,0.0187628865979381,1,533,7,4,10,6
"1618",2,0,0,1,37,7,4,10,6
"1619",6,3,0,1,37,7,4,10,6
"1620",27,0.905161734342739,0,5,37,7,4,10,6
"1621",7,0,0,1,37,7,4,10,6
"1622",9,0,0,1,534,7,4,11,6
"1623",4,0.905161734342739,0.0187628865979381,1,37,7,4,40,6
"1624",4,0.905161734342739,0.0187628865979381,1,37,7,4,40,6
"1625",18,1,0,1,535,3,4,12,6
"1626",10,0.905161734342739,0.0187628865979381,1,536,6,4,26,6
"1627",3,0.905161734342739,0.0187628865979381,1,37,10,4,13,6
"1628",9,0.905161734342739,0.0187628865979381,3,29,22,4,13,7
"1629",53,0.905161734342739,0.0187628865979381,1,37,7,4,13,6
"1630",184,0.905161734342739,0.0187628865979381,1,37,7,4,13,6
"1631",3,0.905161734342739,0.0187628865979381,1,147,2,4,13,6
"1632",12,0,0,1,37,7,4,15,6
"1633",3,0.905161734342739,0.0187628865979381,1,537,8,4,15,6
"1634",4,0,0,1,16,7,4,15,6
"1635",4,0.905161734342739,0.0187628865979381,3,190,8,4,15,6
"1636",19,0,0,5,23,7,4,15,6
"1637",29,0,0,1,37,18,4,15,6
"1638",20,0.905161734342739,0,1,59,7,4,15,6
"1639",2,0,0,1,538,7,4,15,6
"1640",35,0,0,1,6,7,4,15,6
"1641",11,0,0,1,6,7,4,15,6
"1642",3,0,0,1,539,7,4,15,6
"1643",12,1,0,3,29,7,4,15,6
"1644",50,0,0,7,37,7,4,15,6
"1645",66,0,0,1,37,7,4,15,6
"1646",12,1,0,3,74,22,4,15,6
"1647",20,2,0,1,37,7,4,16,6
"1648",21,2,0,10,37,7,4,16,6
"1649",43,0,0,1,195,7,4,17,6
"1650",16,0.905161734342739,0.0187628865979381,1,226,5,4,17,6
"1651",31,0,0,1,62,6,4,17,6
"1652",15,0.905161734342739,0.0187628865979381,4,37,7,4,50,6
"1653",30,2,0,7,37,22,4,30,6
"1654",19,0,0,16,504,8,4,30,6
"1655",81,0.905161734342739,0.0187628865979381,1,16,7,4,18,6
"1656",2,0.905161734342739,0.0187628865979381,1,29,7,4,20,6
"1657",25,0.905161734342739,0.0187628865979381,10,37,5,4,20,6
"1658",50,0.905161734342739,0.0187628865979381,1,330,5,4,20,6
"1659",30,0.905161734342739,0.0187628865979381,3,37,5,4,20,6
"1660",4,0.905161734342739,0.0187628865979381,1,10,7,4,20,6
"1661",19,0,0,1,16,3,4,21,6
"1662",2,0.905161734342739,0.0187628865979381,1,37,7,5,27,6
"1663",2,0,0,1,37,7,5,27,6
"1664",3,0,0,1,37,7,5,27,6
"1665",2,2,0,1,37,7,5,27,6
"1666",7,0,0,1,37,7,5,27,6
"1667",2,0,0,1,37,7,5,27,6
"1668",4,0,0,1,37,3,5,27,6
"1669",2,1,0.0187628865979381,1,37,7,5,27,6
"1670",2,0,0,1,37,7,5,27,6
"1671",238,6,0,5,540,6,5,43,23
"1672",6,0,0,1,541,7,5,1,6
"1673",13,0.905161734342739,0.0187628865979381,10,37,7,5,1,6
"1674",7,0.905161734342739,0.0187628865979381,3,16,3,5,1,6
"1675",9,0,0,1,20,7,5,1,6
"1676",17,0,0,1,542,7,5,1,6
"1677",36,2,0,1,457,3,5,1,6
"1678",40,0.905161734342739,0.0187628865979381,1,543,6,5,1,6
"1679",20,0,0,1,71,7,5,1,6
"1680",14,0,0,1,37,5,5,1,6
"1681",9,0.905161734342739,0.0187628865979381,1,37,7,5,2,6
"1682",6,0,0,1,392,25,5,2,6
"1683",2,0,0,1,54,3,5,2,4
"1684",4,0,0,1,544,9,5,2,6
"1685",20,0.905161734342739,0.0187628865979381,1,545,7,5,2,6
"1686",3,0.905161734342739,0.0187628865979381,1,510,7,5,3,6
"1687",66,0.905161734342739,0.0187628865979381,1,91,7,5,3,6
"1688",5,0,0,1,173,7,5,3,6
"1689",2,0,0,1,546,7,5,3,6
"1690",3,0.905161734342739,0.0187628865979381,1,547,11,5,3,6
"1691",28,0.905161734342739,0.0187628865979381,5,215,7,5,3,6
"1692",9,0.905161734342739,0.0187628865979381,1,120,7,5,3,6
"1693",6,0,0,1,37,7,5,3,6
"1694",94,1,0.0187628865979381,1,548,23,5,3,6
"1695",106,0.905161734342739,0.0187628865979381,1,549,7,5,3,6
"1696",3,0,0,1,37,7,5,3,6
"1697",2,0.905161734342739,0.0187628865979381,1,115,7,5,3,6
"1698",3,0.905161734342739,0.0187628865979381,1,16,7,5,3,6
"1699",2,0,0,1,17,7,5,3,6
"1700",3,0.905161734342739,0.0187628865979381,1,219,8,5,3,6
"1701",5,0,0,1,37,9,5,3,6
"1702",3,0.905161734342739,0.0187628865979381,1,550,7,5,3,6
"1703",8,0,0,1,120,9,5,3,6
"1704",26,1,0,1,551,7,5,3,6
"1705",2,0,0,1,552,25,5,3,6
"1706",30,0,0,5,37,7,5,3,6
"1707",7,0,0,1,17,9,5,3,6
"1708",2,0,0,1,380,8,5,3,6
"1709",3,0,0,1,553,6,5,3,6
"1710",2,0,0,1,554,7,5,3,6
"1711",2,0,0,1,555,9,5,3,6
"1712",4,0,0,1,185,9,5,3,6
"1713",2,0,0,4,17,7,5,3,6
"1714",2,0,0,1,135,39,5,3,6
"1715",36,0.905161734342739,0,7,556,7,5,32,6
