"","Illnesses","Hospitalizations","Fatalities","location","food","species","month","state","ingredient"
"8622",78,4,0,1,37,7,12,6,6
"8623",65,0,0,1,37,7,12,6,6
"8624",19,0,0,5,227,7,12,6,6
"8625",8,0.905161734342739,0.0187628865979381,11,1724,7,12,6,6
"8626",5,0,0,1,37,7,12,6,6
"8627",119,2,0,1,37,7,12,6,6
"8628",11,0,0,26,37,7,12,6,6
"8629",12,1,0,1,37,7,12,6,6
"8630",6,1,0,1,37,7,12,6,6
"8631",8,0,0,1,37,7,12,6,6
"8632",7,2,0,1,37,7,12,6,6
"8633",2,0.905161734342739,0.0187628865979381,1,37,7,12,34,6
"8634",7,0,0,1,215,7,12,34,6
"8635",3,0,0,1,37,7,12,34,6
"8636",50,0,0,59,37,19,12,34,6
"8637",6,0.905161734342739,0.0187628865979381,1,903,7,12,34,6
"8638",13,0,0,1,37,19,12,34,6
"8639",12,1,0,8,1312,7,12,35,6
"8640",23,0.905161734342739,0.0187628865979381,1,37,7,12,37,6
"8641",2,1,0,1,92,7,12,8,6
"8642",3,0,0,1,218,2,12,8,6
"8643",74,2,0,59,405,6,12,8,4
"8644",18,0,0,1,37,7,12,8,6
"8645",5,0,0,1,37,7,12,8,6
"8646",17,1,0,1,37,7,12,9,6
"8647",11,0,0,5,37,7,12,9,6
"8648",210,4,0,1,37,5,12,9,6
"8649",4,0.905161734342739,0.0187628865979381,1,107,7,12,10,6
"8650",4,0,0,1,595,7,12,10,6
"8651",4,0,0,1,109,7,12,10,6
"8652",4,0,0,1,65,7,12,10,6
"8653",17,0,0,1,37,7,12,10,6
"8654",33,0,0,1,12,7,12,10,6
"8655",4,0,0,1,92,7,12,10,6
"8656",17,0,0,1,37,7,12,10,6
"8657",50,0,0,1,37,6,12,11,6
"8658",4,0,0,1,1725,8,12,11,6
"8659",43,0,0,6,718,9,12,11,34
"8660",8,0,0,1,37,7,12,11,6
"8661",35,0,0,1,37,7,12,23,6
"8662",37,0,0,1,37,7,12,40,6
"8663",13,0,0,13,37,7,12,40,6
"8664",30,1,0,74,1726,7,12,45,6
"8665",10,0,0,3,1727,7,12,25,6
"8666",100,2,0.0187628865979381,18,37,7,12,26,6
"8667",29,0.905161734342739,0.0187628865979381,1,37,7,12,26,6
"8668",93,0.905161734342739,0.0187628865979381,1,37,7,12,29,6
"8669",20,0,0,1,37,7,12,13,6
"8670",2,0,0,1,1728,2,12,13,6
"8671",7,0,0,1,113,7,12,13,7
"8672",12,0,0,1,37,7,12,13,6
"8673",12,0,0,9,37,7,12,13,6
"8674",15,0,0,1,37,7,12,13,6
"8675",49,0,0,21,37,7,12,14,6
"8676",5,0,0,1,37,7,12,14,6
"8677",2,0,0,1,779,3,12,46,6
"8678",7,0,0,1,1729,7,12,15,6
"8679",7,0,0,1,82,7,12,15,6
"8680",4,0.905161734342739,0,20,37,7,12,15,6
"8681",2,0.905161734342739,0,3,559,7,12,15,6
"8682",69,0,0,1,1730,6,12,15,6
"8683",2,1,0,1,406,7,12,15,6
"8684",3,0.905161734342739,0,20,37,7,12,15,6
"8685",6,0.905161734342739,0.0187628865979381,1,37,7,12,15,6
"8686",14,0.905161734342739,0.0187628865979381,1,37,7,12,15,6
"8687",269,0.905161734342739,0,1,1731,6,12,15,6
"8688",6,1,0,1,37,7,12,15,6
"8689",2,2,0,3,1732,27,12,16,108
"8690",20,0,0,5,375,7,12,16,82
"8691",10,0,0,1,37,7,12,16,6
"8692",6,0,0,1,37,7,12,16,6
"8693",3,1,0.0187628865979381,9,37,3,12,17,6
"8694",33,1,0,20,37,7,12,17,6
"8695",12,0.905161734342739,0.0187628865979381,20,37,7,12,17,6
"8696",12,0,0,20,37,7,12,17,6
"8697",156,0,0,20,37,7,12,17,6
"8698",7,0,0,1,37,21,12,17,6
"8699",9,1,0,10,37,7,12,17,6
"8700",33,0,0,1,37,7,12,50,6
"8701",16,0,0,3,779,3,12,38,6
"8702",30,0,0,3,37,7,12,30,6
"8703",6,0,0,3,1208,16,12,30,6
"8704",19,0,0,1,37,7,12,30,6
"8705",85,1,0,20,37,7,12,18,6
"8706",30,0,0,14,1733,7,12,18,6
"8707",5,0,0,1,173,7,12,47,6
"8708",32,1,0,1,37,7,12,19,6
"8709",4,0,0,1,37,7,12,20,6
"8710",14,0,0,1,1090,19,12,20,6
"8711",27,1,0,1,538,7,12,20,6
"8712",4,0,0,1,1734,7,12,20,6
"8713",11,0,0,1,706,7,12,20,6
"8714",2,0,0,1,37,7,12,20,6
"8715",116,0,0,1,37,5,12,20,6
"8716",3,0,0,1,37,5,12,20,6
"8717",47,3,0,5,1565,7,12,21,6
"8718",34,0,0,1,17,6,12,21,6
"8719",103,1,0,1,37,7,12,21,6
"8720",21,2,0,14,405,3,12,21,6
"8721",36,1,0,1,37,7,12,52,6
"8722",3,0,0,1,37,7,1,43,6
"8723",3,3,0,3,1045,22,1,28,7
"8724",40,0,0,1,68,7,1,1,6
"8725",36,0,0,5,37,7,1,1,6
"8726",4,0,0,1,37,20,1,1,6
"8727",10,0,0,1,37,7,1,1,6
"8728",4,0,0,1,645,7,1,1,6
"8729",2,0,0,1,37,7,1,1,6
"8730",9,0,0,1,37,7,1,1,6
"8731",35,0,0,1,1370,7,1,2,6
"8732",9,0,0,1,37,7,1,22,6
"8733",3,0,0,1,37,7,1,22,6
"8734",7,3,0,3,29,22,1,22,7
"8735",2,0,0,1,888,7,1,3,6
"8736",2,0.905161734342739,0.0187628865979381,1,1460,7,1,3,6
"8737",2,0.905161734342739,0.0187628865979381,1,1735,7,1,3,6
"8738",2,0,0,1,243,8,1,3,6
"8739",3,0.905161734342739,0.0187628865979381,1,1736,8,1,3,6
"8740",5,0.905161734342739,0.0187628865979381,1,1737,7,1,3,6
"8741",3,0.905161734342739,0.0187628865979381,1,1582,8,1,3,6
"8742",2,0.905161734342739,0.0187628865979381,1,733,7,1,3,6
"8743",2,0.905161734342739,0.0187628865979381,1,867,7,1,3,6
"8744",2,0.905161734342739,0.0187628865979381,1,1738,7,1,3,6
"8745",7,1,0,1,1739,3,1,3,17
"8746",15,0,0,1,1106,18,1,3,6
"8747",10,0,0,20,200,6,1,3,6
"8748",2,0.905161734342739,0.0187628865979381,1,37,7,1,3,6
"8749",2,0.905161734342739,0.0187628865979381,1,1086,7,1,3,6
"8750",3,0.905161734342739,0.0187628865979381,1,1216,7,1,3,6
"8751",3,0.905161734342739,0.0187628865979381,1,1384,15,1,3,6
"8752",2,0.905161734342739,0.0187628865979381,1,1048,7,1,3,6
"8753",4,1,0,1,37,7,1,3,6
"8754",7,0.905161734342739,0.0187628865979381,1,1740,7,1,3,6
"8755",200,0,0,1,37,7,1,32,6
"8756",7,0,0,3,191,7,1,32,6
"8757",7,0,0,1,37,7,1,32,6
"8758",4,0,0,3,163,12,1,5,6
"8759",3,0,0,3,3,2,1,5,6
"8760",44,0,0,1,1741,7,1,44,6
"8761",8,0,0,1,37,7,1,6,6
"8762",4,0,0,1,37,7,1,6,6
"8763",56,0.905161734342739,0,7,37,19,1,34,6
"8764",9,0.905161734342739,0.0187628865979381,1,37,7,1,37,6
"8765",39,0.905161734342739,0.0187628865979381,1,37,7,1,37,6
"8766",51,0.905161734342739,0.0187628865979381,1,37,7,1,37,6
"8767",29,0.905161734342739,0.0187628865979381,1,37,7,1,37,6
"8768",21,0.905161734342739,0.0187628865979381,1,37,7,1,37,6
"8769",4,0,0,1,37,7,1,8,6
"8770",20,0,0,1,37,7,1,8,6
"8771",2,0,0,1,1742,7,1,8,6
"8772",4,0,0,1,37,7,1,8,6
"8773",100,0,0,1,37,7,1,9,6
"8774",34,0,0,4,569,7,1,9,6
"8775",5,1,0,1,37,7,1,10,6
"8776",14,0,0,1,37,7,1,10,6
"8777",3,0,0,1,1743,7,1,10,6
"8778",4,0,0,1,1744,7,1,10,6
"8779",20,0,0,1,40,7,1,11,6
"8780",5,0,0,1,6,7,1,11,6
"8781",4,1,0,3,65,3,1,11,6
"8782",35,0.905161734342739,0.0187628865979381,20,37,7,1,41,6
"8783",2,2,0,3,74,22,1,13,7
"8784",25,0,0,1,1745,7,1,13,42
"8785",8,0,0,1,65,7,1,15,6
"8786",5,0,0,1,37,7,1,15,6
"8787",12,0.905161734342739,0.0187628865979381,1,37,7,1,15,6
"8788",4,0.905161734342739,0.0187628865979381,1,109,7,1,15,6
"8789",3,0,0,20,37,7,1,15,6
"8790",12,0,0,1,138,7,1,15,6
"8791",31,1,0,1,37,7,1,16,6
"8792",5,0,0,3,37,7,1,16,6
"8793",39,0,0,14,37,7,1,16,6
"8794",150,3,0,1,37,7,1,17,6
"8795",19,2,0,7,1746,19,1,17,6
"8796",8,0,0,3,37,19,1,50,6
"8797",60,0,0,5,37,7,1,20,6
"8798",4,0,0,1,215,7,1,20,6
"8799",16,2,0,1,37,7,1,52,6
"8800",4,2,0,20,37,22,2,39,6
"8801",4,0,0,1,37,7,2,1,6
"8802",12,2,0.0187628865979381,20,37,7,2,1,6
"8803",6,0,0,13,8,7,2,1,6
"8804",7,0,0,1,126,7,2,1,6
"8805",57,8,0,1,253,3,2,1,6
"8806",2,0,0,1,37,9,2,1,6
"8807",5,0,0,1,68,7,2,1,6
"8808",22,0,0,1,583,7,2,22,6
"8809",15,0,0,1,37,18,2,53,6
"8810",2,0,0,1,27,2,2,3,6
"8811",3,0.905161734342739,0.0187628865979381,1,1559,7,2,3,6
"8812",3,0.905161734342739,0.0187628865979381,1,1747,7,2,3,6
"8813",2,0.905161734342739,0.0187628865979381,1,42,7,2,3,6
"8814",91,0.905161734342739,0.0187628865979381,1,1748,7,2,3,6
"8815",17,1,0,26,37,7,2,32,6
"8816",4,0,0,1,37,7,2,6,6
"8817",7,0.905161734342739,0.0187628865979381,1,37,7,2,6,6
"8818",4,0,0,1,37,7,2,6,6
"8819",23,0,0,1,37,7,2,6,6
"8820",3,0,0,3,561,7,2,34,6
"8821",2,0,0,1,37,7,2,34,6
"8822",17,1,0,18,1557,6,2,34,6
"8823",59,0.905161734342739,0,12,37,19,2,34,6
"8824",16,0.905161734342739,0.0187628865979381,1,37,7,2,37,6
"8825",11,0,0,1,37,7,2,37,6
"8826",10,0.905161734342739,0.0187628865979381,1,37,7,2,37,6
"8827",3,0,0,1,37,7,2,8,6
"8828",23,0,0,1,808,7,2,8,6
"8829",25,0.905161734342739,0.0187628865979381,1,37,7,2,9,6
"8830",16,0.905161734342739,0.0187628865979381,1,1749,7,2,9,6
"8831",4,0.905161734342739,0.0187628865979381,1,1750,7,2,10,6
"8832",5,0.905161734342739,0.0187628865979381,1,37,7,2,10,6
"8833",3,0.905161734342739,0.0187628865979381,1,37,7,2,10,6
"8834",3,1,0,1,215,7,2,11,6
"8835",17,0,0,3,76,7,2,11,6
"8836",28,2,0,1,1751,7,2,11,6
"8837",5,0,0,1,284,6,2,11,6
"8838",37,0,0,1,37,19,2,26,6
"8839",5,0,0,1,24,6,2,13,10
"8840",6,0,0,1,37,7,2,13,6
"8841",6,0,0,1,37,7,2,13,6
"8842",5,0,0,8,37,7,2,13,6
"8843",8,0,0,9,37,19,2,14,6
"8844",12,0,0,1,37,7,2,14,6
"8845",38,1,0,15,37,7,2,14,6
"8846",9,0,0,1,37,7,2,14,6
"8847",3,0,0,1,513,7,2,15,6
"8848",2,0,0,1,37,7,2,15,6
"8849",4,0,0,1,15,7,2,15,6
"8850",3,0,0,1,375,7,2,15,6
"8851",86,0,0,53,37,7,2,15,6
"8852",2,0,0,1,1752,25,2,15,6
"8853",3,0.905161734342739,0.0187628865979381,1,74,7,2,15,6
"8854",10,0,0,1,37,7,2,16,6
"8855",26,0,0,5,37,7,2,16,6
"8856",9,0,0,1,37,7,2,16,6
"8857",150,0,0,7,37,19,2,17,6
"8858",8,3,0,1,1202,3,2,17,6
"8859",34,9,0,1,1753,3,2,30,6
"8860",2,2,0,1,1452,48,2,18,6
"8861",91,0,0,75,37,19,2,31,6
"8862",5,0,0,1,37,7,2,19,6
"8863",2,0,0,1,156,26,2,20,32
"8864",3,0.905161734342739,0.0187628865979381,1,115,6,2,20,6
"8865",7,0,0,1,10,7,2,20,6
"8866",6,0,0,1,37,7,3,43,6
"8867",7,4,0,3,1754,3,3,28,109
"8868",11,0,0,13,37,7,3,1,6
"8869",6,0,0,1,37,7,3,1,6
"8870",9,0,0,1,1356,20,3,1,6
"8871",11,0,0,5,37,7,3,1,6
"8872",6,1,0,1,1755,3,3,1,2
"8873",2,0,0,1,119,20,3,1,6
"8874",5,0,0,1,37,15,3,1,6
"8875",17,0,0,1,117,7,3,1,6
"8876",6,0,0,5,887,7,3,22,6
"8877",12,0,0,5,37,7,3,22,6
"8878",592,0.905161734342739,0.0187628865979381,1,563,23,3,3,25
"8879",3,0.905161734342739,0.0187628865979381,1,64,7,3,3,6
"8880",3,0.905161734342739,0.0187628865979381,1,1756,9,3,3,6
"8881",2,0.905161734342739,0.0187628865979381,20,733,8,3,3,6
"8882",2,0.905161734342739,0.0187628865979381,1,147,7,3,3,6
"8883",2,0.905161734342739,0.0187628865979381,1,12,7,3,3,6
"8884",2,0.905161734342739,0.0187628865979381,1,174,8,3,3,6
"8885",10,0,0,1,37,7,3,3,6
"8886",2,0.905161734342739,0.0187628865979381,1,1048,8,3,3,6
"8887",6,0.905161734342739,0.0187628865979381,1,117,7,3,3,6
"8888",21,0.905161734342739,0.0187628865979381,7,37,7,3,3,6
"8889",2,0,0,1,37,8,3,32,6
"8890",6,2,0,1,824,12,3,5,6
"8891",738,0,0,7,37,7,3,6,6
"8892",19,0,0,1,37,7,3,6,6
"8893",20,0,0,1,37,7,3,6,6
"8894",23,0,0,13,1020,7,3,6,6
"8895",2,0,0,1,37,7,3,6,6
"8896",13,0,0,1,37,7,3,34,6
"8897",2,0,0,1,496,7,3,34,6
"8898",2,0,0,1,74,7,3,34,6
"8899",22,2,0,10,37,7,3,34,6
"8900",13,0.905161734342739,0.0187628865979381,1,37,7,3,37,6
"8901",12,0.905161734342739,0.0187628865979381,1,37,7,3,37,6
"8902",35,0,0,5,37,7,3,8,6
"8903",14,0,0,1,37,18,3,8,6
"8904",38,0,0,19,37,7,3,10,6
"8905",4,0,0,1,1757,7,3,10,6
"8906",9,0,0,1,37,19,3,10,6
"8907",26,0,0,1,1758,7,3,10,6
"8908",4,0,0,1,37,7,3,10,6
"8909",3,0,0,1,82,7,3,10,6
"8910",3,0,0,1,8,7,3,10,6
"8911",30,0,0,6,6,7,3,11,20
"8912",13,0,0,1,1485,7,3,11,6
"8913",10,0,0,1,267,6,3,11,6
"8914",18,0,0,1,37,7,3,11,6
"8915",13,0,0,1,284,6,3,25,7
"8916",6,0,0,9,37,7,3,25,6
"8917",29,0.905161734342739,0.0187628865979381,7,37,19,3,26,6
"8918",4,0,0,48,1440,2,3,13,6
"8919",2,0,0,1,1440,2,3,13,6
"8920",6,0,0,16,1759,9,3,14,6
"8921",19,3,0,1,37,7,3,14,6
"8922",2,0,0,1,37,7,3,15,6
"8923",2,0,0,1,37,7,3,15,6
"8924",2,0,0,1,37,7,3,15,6
"8925",4,0,0,1,1082,7,3,15,6
"8926",3,0.905161734342739,0.0187628865979381,1,37,7,3,15,6
"8927",7,0,0,7,65,7,3,15,6
"8928",3,0,0,1,37,7,3,15,6
"8929",7,0,0,1,1760,7,3,15,6
"8930",3,0,0,1,712,7,3,15,6
"8931",3,0.905161734342739,0.0187628865979381,4,37,7,3,15,6
"8932",7,1,0,1,1761,7,3,15,6
"8933",9,0,0,26,165,7,3,15,6
"8934",9,0,0,3,288,19,3,42,6
"8935",2,0,0,1,37,7,3,16,6
"8936",9,0,0,1,501,7,3,16,6
"8937",3,0,0,1,37,7,3,16,6
"8938",2,0,0,1,37,7,3,16,6
"8939",3,3,0,3,1762,3,3,17,6
"8940",23,1,0,1,1763,18,3,30,6
"8941",23,9,0,1,1764,14,3,30,6
"8942",14,0,0,9,267,7,3,31,57
"8943",28,0,0,1,37,7,3,19,6
"8944",27,1,0,14,325,3,3,19,2
"8945",2,0,0,1,68,7,3,20,6
"8946",2,0,0,1,1765,9,3,20,6
"8947",20,0,0,19,1766,7,3,20,6
"8948",8,0,0,1,1307,8,3,21,6
"8949",3,0,0,1,289,26,3,52,6
"8950",32,0,0,1,37,7,4,27,6
"8951",95,10,0,1,37,3,4,28,6
"8952",3,0,0,1,65,7,4,1,6
"8953",872,0,0,14,37,7,4,1,6
"8954",3,0,0,1,37,7,4,1,6
"8955",3,0,0,1,37,20,4,1,6
"8956",2,0.905161734342739,0.0187628865979381,1,37,20,4,1,6
"8957",2,0,0,1,37,20,4,1,6
"8958",4,0,0,1,81,7,4,1,6
"8959",75,0,0,1,543,20,4,1,7
"8960",55,0,0,1,6,7,4,1,6
"8961",17,0,0,3,227,6,4,1,6
"8962",4,0,0,1,37,7,4,1,6
"8963",23,0,0,1,37,7,4,1,6
"8964",8,0,0,1,24,8,4,2,6
"8965",10,0,0,1,37,7,4,22,6
"8966",18,0.905161734342739,0.0187628865979381,5,88,6,4,3,6
"8967",5,0.905161734342739,0.0187628865979381,1,973,7,4,3,6
"8968",5,0,0,21,1767,2,4,3,6
"8969",2,0,0,1,569,7,4,3,110
"8970",2,0,0,1,1745,7,4,3,6
"8971",4,0.905161734342739,0.0187628865979381,1,1768,7,4,3,6
"8972",2,0.905161734342739,0.0187628865979381,1,215,7,4,3,6
"8973",11,1,0,4,1769,3,4,3,6
"8974",2,0.905161734342739,0.0187628865979381,1,464,11,4,3,6
"8975",2,0,0,1,684,25,4,3,6
"8976",6,0,0,1,147,2,4,3,6
"8977",4,0.905161734342739,0.0187628865979381,1,215,7,4,3,6
"8978",3,0,0,1,37,7,4,32,6
"8979",38,2,0,1,909,3,4,32,2
"8980",15,0,0,5,28,2,4,5,6
"8981",8,2,0,4,1770,8,4,5,6
"8982",9,0,0,1,37,7,4,44,6
"8983",250,0,0,1,37,19,4,44,6
"8984",14,0,0,13,37,3,4,6,6
"8985",4,0,0,1,37,7,4,6,6
"8986",52,0,0,1,195,7,4,33,6
"8987",17,1,0,1,1771,6,4,35,6
"8988",9,1,0,1,37,7,4,8,6
"8989",148,0,0,1,263,18,4,8,6
"8990",58,0,0,53,37,23,4,9,6
"8991",8,2,0,1,37,3,4,9,6
"8992",61,0,0,7,37,7,4,9,6
"8993",2,0.905161734342739,0.0187628865979381,1,37,7,4,10,6
"8994",9,0,0,1,1082,7,4,10,6
"8995",5,0.905161734342739,0.0187628865979381,1,37,7,4,10,6
"8996",2,0,0,1,1772,7,4,10,6
"8997",4,0.905161734342739,0.0187628865979381,1,1773,7,4,10,6
"8998",25,4,0,5,1774,3,4,10,6
"8999",4,0,0,1,1775,7,4,10,6
"9000",3,0,0,1,37,7,4,10,6
"9001",13,1,0,1,37,7,4,10,6
"9002",15,0.905161734342739,0,1,37,7,4,11,6
"9003",4,0,0,1,37,7,4,11,6
"9004",60,11,0.0187628865979381,3,74,22,4,12,6
"9005",61,2,0,5,1580,3,4,24,6
"9006",40,0,0,5,139,7,4,25,6
"9007",12,0,0,1,37,7,4,26,6
"9008",9,0,0,1,37,7,4,13,6
"9009",21,1,0,6,94,7,4,13,20
"9010",3,0,0,1,37,7,4,13,6
"9011",60,0,0,32,37,7,4,14,6
"9012",14,0,0,3,37,7,4,46,6
"9013",31,0,0,1,1776,7,4,15,6
"9014",2,0,0,1,37,7,4,15,6
"9015",6,0,0,1,37,7,4,15,6
"9016",39,0,0,1,37,7,4,15,6
"9017",6,0,0,1,636,7,4,15,6
"9018",3,0,0,1,37,7,4,15,6
"9019",5,0.905161734342739,0.0187628865979381,1,37,7,4,15,6
"9020",2,0.905161734342739,0.0187628865979381,1,37,7,4,15,6
"9021",35,3,0,5,6,7,4,15,6
"9022",10,2,0,3,347,3,4,15,6
"9023",11,3,0,1,1777,26,4,42,111
"9024",25,0,0,1,37,7,4,16,6
"9025",10,0,0,1,215,3,4,16,6
"9026",18,0,0,1,37,24,4,16,6
"9027",7,1,0,3,943,7,4,16,6
"9028",8,0.905161734342739,0.0187628865979381,20,392,43,4,17,6
"9029",27,3,0,5,34,19,4,50,6
"9030",35,15,0,1,168,3,4,50,6
"9031",18,8,0,43,224,8,4,30,6
"9032",38,0.905161734342739,0.0187628865979381,1,1778,7,4,19,6
"9033",14,0,0,1,1779,7,4,19,6
"9034",6,0.905161734342739,0.0187628865979381,1,6,19,4,19,20
"9035",3,1,0,20,37,22,5,39,6
"9036",10,0,0,1,37,7,5,43,6
"9037",30,0,0,5,37,18,5,43,6
"9038",8,0,0,1,1149,3,5,28,4
"9039",14,0,0,5,542,7,5,1,6
"9040",6,0,0,4,1780,7,5,1,6
"9041",10,0,0,1,37,7,5,1,6
"9042",6,0,0,1,37,20,5,1,6
"9043",3,0,0,1,1781,25,5,1,6
"9044",9,0,0,1,37,7,5,1,6
"9045",5,0,0,1,37,7,5,1,6
"9046",2,0.905161734342739,0.0187628865979381,4,1782,25,5,1,6
"9047",9,3,0,16,1783,3,5,1,6
"9048",4,0,0,1,37,7,5,1,6
"9049",15,0,0,4,37,7,5,1,6
"9050",5,0,0,1,81,3,5,1,6
"9051",9,0,0,18,37,7,5,1,6
"9052",2,1,0,1,117,39,5,1,6
"9053",3,0,0,1,284,6,5,1,6
"9054",40,1,0,9,1784,6,5,1,6
"9055",19,5,0,9,142,7,5,1,6
"9056",7,0,0,1,37,7,5,1,6
"9057",7,0.905161734342739,0.0187628865979381,1,37,7,5,3,6
"9058",4,0.905161734342739,0.0187628865979381,1,733,7,5,3,6
"9059",2,0.905161734342739,0.0187628865979381,1,16,7,5,3,6
"9060",2,0.905161734342739,0.0187628865979381,1,138,7,5,3,6
"9061",14,0.905161734342739,0.0187628865979381,1,700,7,5,3,6
"9062",3,0.905161734342739,0.0187628865979381,1,1617,7,5,3,6
"9063",526,0.905161734342739,0.0187628865979381,53,1149,7,5,3,6
"9064",4,0.905161734342739,0.0187628865979381,1,571,7,5,3,6
"9065",7,0,0,1,37,7,5,32,6
"9066",14,0,0,7,37,7,5,32,6
"9067",3,0,0,3,206,3,5,32,7
"9068",31,0,0,5,37,7,5,44,6
"9069",8,5,0,1,37,10,5,6,6
"9070",6,0,0,1,37,7,5,6,6
"9071",6,0,0,1,37,7,5,6,6
"9072",5,0,0,7,37,3,5,6,6
"9073",20,0,0,1,510,7,5,6,6
"9074",2,0,0,1,37,7,5,6,6
"9075",2,0,0,1,37,7,5,6,6
"9076",24,0,0,1,37,7,5,6,6
"9077",21,0,0,1,37,24,5,6,6
"9078",162,0.905161734342739,0,1,1785,3,5,6,6
"9079",4,0,0,20,37,3,5,6,6
"9080",13,0,0,1,37,7,5,33,6
"9081",33,0,0,16,796,26,5,33,11
"9082",6,0,0,1,37,7,5,34,6
"9083",4,0,0,1,796,26,5,34,6
"9084",2,1,0,3,37,50,5,34,6
"9085",65,0,0,20,6,7,5,35,6
"9086",4,0,0,1,94,26,5,8,6
"9087",9,1,0,1,63,6,5,9,6
"9088",98,0,0,5,1786,7,5,9,6
"9089",124,0,0,1,569,7,5,10,6
"9090",4,0,0,1,461,7,5,10,6
"9091",8,0,0,1,297,7,5,10,6
"9092",4,0,0,1,1164,7,5,10,6
"9093",4,0,0,1,1787,7,5,10,6
"9094",55,0,0,3,1788,7,5,10,6
"9095",2,0,0,1,37,7,5,10,6
"9096",5,0,0,1,774,7,5,10,6
"9097",2,0,0,13,28,2,5,11,6
"9098",8,0,0,3,1789,7,5,11,6
"9099",8,0,0,1,37,7,5,11,6
"9100",7,0,0,1,1790,20,5,11,6
"9101",2,0,0,1,37,7,5,11,6
"9102",125,0,0,53,1791,7,5,11,6
"9103",26,11,0,1,636,3,5,12,6
"9104",7,2,0,1,227,3,5,12,6
"9105",50,0,0,7,1792,7,5,26,6
"9106",18,0,0,1,94,7,5,13,20
"9107",5,0,0,1,37,7,5,13,6
"9108",4,1,0,3,208,12,5,13,6
"9109",27,0,0,9,37,7,5,14,6
"9110",28,1,0,5,165,7,5,14,6
"9111",6,0,0,40,37,3,5,14,6
"9112",52,0,0,7,1793,7,5,46,6
"9113",3,0.905161734342739,0.0187628865979381,1,37,7,5,15,6
"9114",4,0,0,1,37,7,5,15,6
"9115",6,0,0,1,37,7,5,15,6
"9116",11,0.905161734342739,0.0187628865979381,1,37,7,5,15,6
"9117",10,0,0,1,37,7,5,15,6
"9118",3,0.905161734342739,0.0187628865979381,1,37,7,5,15,6
"9119",34,0,0,1,37,19,5,42,6
"9120",7,0,0,1,37,7,5,42,6
"9121",23,0,0,1,207,7,5,42,6
"9122",4,0,0,5,37,7,5,42,6
"9123",28,1,0,5,1794,26,5,42,6
"9124",5,0,0,5,37,7,5,16,6
"9125",38,0.905161734342739,0,5,37,3,5,17,6
"9126",25,0,0,42,336,6,5,17,6
"9127",304,56,1,1,1397,3,5,50,6
"9128",16,0.905161734342739,0,16,37,3,5,50,6
"9129",6,0,0,1,37,23,5,50,6
"9130",113,0,0,7,37,7,5,30,6
"9131",18,0,0,3,37,7,5,30,6
"9132",33,0,0,11,37,7,5,30,6
"9133",7,0,0,1,37,14,5,30,6
"9134",25,0.905161734342739,0.0187628865979381,1,99,3,5,18,6
"9135",126,15,0,3,1795,3,5,31,6
"9136",29,0,0,1,293,7,5,31,6
"9137",5,0,0,1,185,9,5,20,6
"9138",3,1,0,1,293,22,5,20,6
"9139",6,0.905161734342739,0.0187628865979381,1,37,15,5,20,6
"9140",104,0.905161734342739,0,14,65,6,5,21,6
"9141",3,1,0,3,1796,32,6,39,6
"9142",19,0,0,1,1797,26,6,39,6
"9143",23,0,0,1,297,6,6,1,6
"9144",10,0,0,1,135,7,6,1,6
"9145",7,0,0,1,1798,7,6,1,6
"9146",3,0.905161734342739,0.0187628865979381,1,37,20,6,1,6
"9147",3,0.905161734342739,0.0187628865979381,1,451,3,6,1,6
"9148",3,0,0,1,1058,20,6,1,6
"9149",13,0,0,1,726,20,6,1,6
"9150",17,0,0,1,37,20,6,1,6
"9151",6,0,0,3,37,26,6,1,6
"9152",35,0,0,1,1799,19,6,1,6
"9153",2,0,0,1,836,10,6,2,6
"9154",14,0,0,4,1800,26,6,2,6
"9155",30,1,0,1,1801,23,6,22,25
"9156",2,0.905161734342739,0.0187628865979381,1,1802,2,6,3,6
"9157",13,0.905161734342739,0.0187628865979381,3,282,6,6,3,6
"9158",2,0.905161734342739,0.0187628865979381,1,117,7,6,3,6
"9159",16,0.905161734342739,0.0187628865979381,1,37,7,6,3,6
"9160",10,0.905161734342739,0.0187628865979381,1,37,7,6,3,6
"9161",10,0,0,49,1224,6,6,32,7
"9162",61,7,0,5,1803,3,6,32,4
"9163",6,0,0,1,28,2,6,5,6
"9164",19,0,0,1,37,7,6,5,6
"9165",23,0,0,7,37,7,6,5,6
"9166",2,0,0,3,285,12,6,5,6
"9167",3,0.905161734342739,0.0187628865979381,20,3,2,6,5,6
"9168",3,0,0,3,208,12,6,5,6
"9169",3,0,0,1,37,7,6,6,6
"9170",6,1,0,1,1804,12,6,6,6
"9171",2,0,0,27,37,3,6,6,6
"9172",30,0,0,9,37,7,6,33,6
"9173",21,0,0,1,37,7,6,33,6
"9174",2,0,0,1,37,7,6,34,6
"9175",12,0,0,1,1805,7,6,34,6
"9176",16,0,0,76,37,23,6,9,6
"9177",2,0,0,1,37,7,6,10,6
"9178",2,0,0,1,1806,7,6,10,6
"9179",29,0,0,3,37,7,6,10,6
"9180",3,0,0,1,16,7,6,10,6
"9181",31,0,0,38,329,19,6,10,6
"9182",14,0,0,1,1807,7,6,11,6
"9183",8,0,0,5,1808,7,6,11,6
"9184",23,0,0,9,569,7,6,11,6
"9185",3,0,0,1,37,7,6,11,6
"9186",5,4,0,9,1809,3,6,11,6
"9187",48,0,0,5,37,7,6,23,6
