"","Year","Illnesses","Hospitalizations","Fatalities","status","location","food","species","month","state","ingredient","serotype.Genotype"
"3151",2000,3,0,0,1,1,NA,7,5,27,6,9
"3152",2000,4,0,0,1,1,NA,7,5,27,6,9
"3153",2000,2,0,0,1,1,NA,7,5,27,6,9
"3154",2000,36,14,0,1,1,16,24,5,28,4,15
"3155",2000,15,0,0,1,1,71,50,5,1,26,9
"3156",2000,17,6,0,1,1,880,3,5,1,50,11
"3157",2000,2,NA,NA,1,1,NA,29,5,1,6,9
"3158",2000,30,NA,NA,1,18,NA,7,5,1,6,9
"3159",2000,15,NA,NA,1,5,546,7,5,1,6,9
"3160",2000,10,NA,NA,1,1,NA,7,5,1,6,9
"3161",2000,100,NA,NA,0,1,881,7,5,1,6,9
"3162",2000,10,1,NA,1,1,NA,7,5,1,6,9
"3163",2000,8,NA,NA,1,1,21,7,5,1,6,9
"3164",2000,19,3,NA,0,1,NA,7,5,1,6,9
"3165",2000,5,NA,NA,1,3,273,3,5,1,6,4
"3166",2000,19,NA,NA,1,18,882,7,5,1,6,9
"3167",2000,62,NA,NA,1,1,151,7,5,2,6,9
"3168",2000,41,NA,NA,0,1,NA,26,5,2,6,9
"3169",2000,2,NA,NA,0,1,733,6,5,2,6,9
"3170",2000,8,0,0,1,1,883,7,5,22,6,9
"3171",2000,13,1,0,1,1,215,29,5,22,20,9
"3172",2000,3,NA,NA,1,1,884,7,5,3,6,9
"3173",2000,2,NA,NA,1,1,120,7,5,3,51,9
"3174",2000,6,6,NA,0,NA,246,8,5,3,6,9
"3175",2000,2,NA,NA,1,4,297,7,5,3,6,9
"3176",2000,5,NA,NA,1,1,885,7,5,3,6,9
"3177",2000,3,NA,NA,1,1,115,7,5,3,6,9
"3178",2000,2,1,NA,1,1,886,7,5,3,6,9
"3179",2000,2,NA,NA,1,1,254,7,5,3,6,9
"3180",2000,4,0,0,1,1,571,7,5,3,6,9
"3181",2000,17,0,0,0,1,110,7,5,3,6,9
"3182",2000,6,NA,NA,0,1,887,7,5,3,6,9
"3183",2000,142,0,0,1,1,586,7,5,3,6,9
"3184",2000,3,NA,NA,1,1,18,7,5,3,24,9
"3185",2000,7,4,NA,1,18,888,7,5,3,6,9
"3186",2000,2,0,0,1,1,16,7,5,3,4,9
"3187",2000,8,2,NA,0,1,16,8,5,3,6,9
"3188",2000,3,0,0,1,1,245,7,5,3,18,9
"3189",2000,6,0,0,0,1,6,3,5,3,6,9
"3190",2000,4,1,NA,1,1,197,12,5,3,6,9
"3191",2000,2,NA,NA,1,1,NA,7,5,3,6,9
"3192",2000,4,4,0,1,1,17,7,5,3,42,9
"3193",2000,4,2,NA,1,3,431,12,5,3,6,9
"3194",2000,2,1,NA,1,1,889,7,5,3,6,9
"3195",2000,7,0,0,0,1,167,8,5,3,6,9
"3196",2000,3,0,3,1,1,219,7,5,3,6,9
"3197",2000,3,0,0,0,1,254,28,5,3,6,9
"3198",2000,3,0,0,0,1,225,3,5,3,31,9
"3199",2000,19,0,0,1,1,890,25,5,32,6,9
"3200",2000,12,11,0,1,1,8,8,5,32,4,9
"3201",2000,20,NA,NA,1,7,NA,7,5,32,6,9
"3202",2000,2,NA,NA,1,1,16,7,5,4,6,9
"3203",2000,3,0,0,0,3,247,2,5,5,6,9
"3204",2000,3,0,0,1,1,437,8,5,5,6,9
"3205",2000,2,0,0,1,3,646,12,5,5,6,9
"3206",2000,34,0,0,1,1,135,7,5,5,6,9
"3207",2000,4,0,NA,1,1,3,2,5,5,6,9
"3208",2000,7,0,0,1,3,NA,50,5,6,6,9
"3209",2000,13,0,0,0,1,NA,7,5,6,6,9
"3210",2000,6,0,0,0,1,NA,7,5,6,6,9
"3211",2000,11,0,0,1,1,88,6,5,6,7,9
"3212",2000,6,0,0,0,1,NA,7,5,6,6,9
"3213",2000,13,NA,NA,1,3,NA,7,5,6,6,9
"3214",2000,2,0,0,1,1,218,2,5,6,6,9
"3215",2000,4,0,0,1,1,NA,47,5,6,6,9
"3216",2000,9,1,NA,1,1,891,7,5,6,20,9
"3217",2000,8,0,0,0,1,NA,7,5,6,6,9
"3218",2000,55,2,0,0,35,892,7,5,6,52,9
"3219",2000,55,2,0,1,5,893,47,5,6,53,9
"3220",2000,4,0,0,1,1,NA,50,5,6,6,9
"3221",2000,18,0,0,0,5,NA,5,5,7,6,9
"3222",2000,60,NA,NA,1,1,NA,7,5,33,6,9
"3223",2000,50,NA,NA,1,NA,NA,7,5,34,6,9
"3224",2000,43,0,0,1,NA,NA,7,5,35,6,9
"3225",2000,2,1,0,1,1,43,3,5,37,2,2
"3226",2000,2,0,0,1,1,NA,7,5,8,6,9
"3227",2000,59,0,0,1,1,NA,7,5,8,6,9
"3228",2000,2,0,0,1,1,NA,7,5,8,6,9
"3229",2000,23,0,0,1,1,8,6,5,8,6,9
"3230",2000,10,0,0,1,1,65,7,5,8,6,9
"3231",2000,8,1,0,1,3,NA,7,5,8,6,9
"3232",2000,12,0,0,0,1,NA,6,5,8,6,9
"3233",2000,7,NA,NA,1,1,392,7,5,9,6,9
"3234",2000,3,0,0,1,1,894,7,5,10,6,9
"3235",2000,2,NA,NA,1,1,895,7,5,10,6,9
"3236",2000,4,0,0,1,1,896,7,5,10,37,9
"3237",2000,2,NA,NA,1,1,897,7,5,10,6,9
"3238",2000,5,0,0,1,1,8,7,5,10,37,9
"3239",2000,75,0,0,0,1,NA,7,5,10,6,9
"3240",2000,17,NA,NA,1,1,NA,7,5,10,6,9
"3241",2000,6,NA,NA,1,NA,NA,7,5,10,6,9
"3242",2000,184,NA,NA,1,5,NA,7,5,10,6,9
"3243",2000,13,1,0,1,1,NA,7,5,10,6,9
"3244",2000,2,0,0,1,1,NA,7,5,10,6,9
"3245",2000,75,2,0,0,1,497,3,5,10,54,17
"3246",2000,2,0,0,1,1,297,7,5,10,6,9
"3247",2000,2,NA,NA,1,1,80,7,5,10,6,9
"3248",2000,6,0,0,1,1,NA,7,5,11,6,9
"3249",2000,3,3,0,1,1,37,15,5,11,6,9
"3250",2000,6,1,0,1,1,NA,3,5,11,6,4
"3251",2000,7,1,0,1,1,NA,7,5,40,6,9
"3252",2000,29,29,7,1,1,898,38,5,12,34,9
"3253",2000,32,2,0,1,3,899,3,5,29,6,31
"3254",2000,46,0,0,0,17,37,5,5,13,6,9
"3255",2000,23,NA,NA,1,3,NA,7,5,13,6,9
"3256",2000,27,NA,NA,1,NA,NA,7,5,13,6,9
"3257",2000,114,NA,NA,1,NA,76,7,5,13,6,9
"3258",2000,4,NA,NA,1,NA,NA,7,5,13,6,9
"3259",2000,7,0,0,1,1,37,3,5,13,6,9
"3260",2000,35,NA,NA,1,7,NA,7,5,13,6,9
"3261",2000,2,NA,NA,0,1,609,2,5,13,6,9
"3262",2000,50,NA,NA,0,7,NA,7,5,14,6,9
"3263",2000,5,NA,NA,1,3,NA,7,5,15,6,9
"3264",2000,2,NA,NA,0,1,619,28,5,15,6,9
"3265",2000,15,0,0,1,13,NA,7,5,15,6,9
"3266",2000,5,NA,NA,1,1,42,28,5,15,6,9
"3267",2000,3,NA,NA,1,1,215,7,5,15,6,9
"3268",2000,12,0,0,1,NA,253,7,5,16,6,9
"3269",2000,7,0,0,1,NA,NA,7,5,16,6,9
"3270",2000,9,0,0,1,3,347,3,5,17,2,2
"3271",2000,6,3,0,1,1,NA,24,5,17,6,15
"3272",2000,22,0,0,1,11,NA,7,5,17,6,9
"3273",2000,13,0,0,1,5,588,6,5,17,4,9
"3274",2000,23,0,0,1,1,NA,7,5,17,6,9
"3275",2000,6,NA,NA,1,1,NA,3,5,50,6,4
"3276",2000,12,NA,NA,1,NA,NA,7,5,18,6,9
"3277",2000,122,0,0,1,1,900,7,5,18,6,9
"3278",2000,32,4,0,0,1,NA,3,5,19,6,56
"3279",2000,16,NA,NA,0,NA,NA,3,5,19,6,42
"3280",2000,100,0,0,1,NA,901,26,5,20,25,9
"3281",2000,19,0,0,1,NA,289,29,5,21,11,9
"3282",2000,33,1,0,1,1,NA,7,5,21,6,9
"3283",2000,8,0,0,1,3,NA,15,5,21,6,9
"3284",2000,40,1,0,1,9,902,3,6,27,6,4
"3285",2000,2,NA,NA,1,1,NA,7,6,27,6,9
"3286",2000,2,0,0,1,1,NA,7,6,27,6,9
"3287",2000,3,NA,NA,1,NA,NA,7,6,27,6,9
"3288",2000,3,NA,NA,1,1,NA,7,6,27,6,9
"3289",2000,96,6,0,1,1,903,3,6,28,36,23
"3290",2000,8,0,0,1,1,NA,15,6,1,6,9
"3291",2000,7,0,0,1,1,NA,7,6,1,6,9
"3292",2000,2,0,0,1,1,904,7,6,1,6,9
"3293",2000,8,0,0,1,1,NA,7,6,1,6,9
"3294",2000,2,0,0,1,1,NA,7,6,1,6,9
"3295",2000,22,0,0,1,3,195,7,6,1,6,9
"3296",2000,22,0,0,1,1,NA,7,6,1,6,9
"3297",2000,58,0,0,0,NA,542,8,6,1,6,9
"3298",2000,11,0,0,1,1,NA,45,6,1,6,9
"3299",2000,57,0,0,0,1,NA,7,6,1,6,9
"3300",2000,14,0,0,0,1,NA,7,6,1,6,9
"3301",2000,4,0,0,1,1,74,7,6,1,6,9
"3302",2000,7,0,0,0,1,NA,7,6,1,6,9
"3303",2000,12,0,0,0,1,905,7,6,1,6,9
"3304",2000,7,0,0,1,1,NA,7,6,1,6,9
"3305",2000,100,0,0,1,1,906,7,6,1,6,9
"3306",2000,10,NA,NA,1,1,687,8,6,2,6,9
"3307",2000,3,NA,NA,0,1,7,6,6,2,6,9
"3308",2000,27,NA,NA,1,1,735,3,6,2,6,10
"3309",2000,4,NA,NA,1,1,893,3,6,2,6,11
"3310",2000,16,6,1,0,3,29,24,6,2,6,15
"3311",2000,6,NA,NA,0,1,907,9,6,2,6,9
"3312",2000,42,NA,NA,0,1,68,6,6,2,14,9
"3313",2000,8,NA,NA,0,1,908,7,6,2,6,9
"3314",2000,7,5,0,0,3,909,24,6,2,6,15
"3315",2000,2,NA,NA,1,1,910,7,6,3,6,9
"3316",2000,17,NA,NA,0,5,911,3,6,3,4,9
"3317",2000,2,NA,NA,1,1,267,7,6,3,55,9
"3318",2000,3,NA,NA,1,18,16,7,6,3,6,9
"3319",2000,3,NA,NA,1,1,283,7,6,3,34,9
"3320",2000,2,1,NA,1,1,912,7,6,3,6,9
"3321",2000,3,NA,NA,0,1,827,6,6,3,6,9
"3322",2000,4,NA,NA,0,1,118,6,6,3,6,9
"3323",2000,2,1,NA,1,1,913,7,6,3,6,9
"3324",2000,18,NA,NA,0,1,37,7,6,3,6,9
"3325",2000,4,NA,NA,1,1,11,7,6,3,6,9
"3326",2000,2,NA,NA,1,1,914,7,6,3,6,9
"3327",2000,7,NA,NA,1,1,915,7,6,3,6,9
"3328",2000,3,NA,NA,1,1,37,7,6,3,6,9
"3329",2000,3,NA,NA,1,1,297,7,6,3,56,9
"3330",2000,2,NA,NA,0,1,916,6,6,3,57,9
"3331",2000,7,NA,NA,1,3,917,12,6,3,6,9
"3332",2000,28,3,NA,1,6,288,7,6,3,6,9
"3333",2000,3,NA,NA,1,1,591,7,6,3,6,9
"3334",2000,2,NA,NA,1,1,12,7,6,3,6,9
"3335",2000,48,NA,0,1,NA,918,7,6,32,40,9
"3336",2000,26,0,0,1,1,919,3,6,32,2,2
"3337",2000,2,0,0,0,1,28,2,6,5,6,9
"3338",2000,2,1,0,1,1,185,7,6,5,6,9
"3339",2000,4,1,0,1,1,89,3,6,44,6,2
"3340",2000,42,1,0,1,NA,289,29,6,44,11,9
"3341",2000,40,2,0,1,1,920,4,6,6,6,9
"3342",2000,5,NA,NA,1,1,NA,50,6,6,6,9
"3343",2000,17,NA,NA,0,1,NA,7,6,6,6,9
"3344",2000,2,0,0,0,1,147,2,6,6,6,9
"3345",2000,6,0,0,1,36,NA,50,6,6,6,9
"3346",2000,5,0,0,0,1,NA,9,6,6,6,9
"3347",2000,11,0,0,0,1,NA,7,6,6,6,9
"3348",2000,28,0,0,1,10,NA,7,6,7,6,9
"3349",2000,44,1,0,0,NA,NA,5,6,7,6,9
"3350",2000,8,NA,NA,0,3,NA,7,6,33,6,9
"3351",2000,7,NA,NA,1,NA,NA,7,6,34,6,9
"3352",2000,14,5,0,1,1,NA,3,6,36,6,5
"3353",2000,2,0,0,1,1,43,3,6,37,2,2
"3354",2000,5,0,0,1,1,396,7,6,37,6,9
"3355",2000,7,NA,NA,1,4,921,7,6,8,6,9
"3356",2000,18,2,0,1,1,545,3,6,8,2,2
"3357",2000,3,NA,NA,1,1,NA,7,6,8,6,9
"3358",2000,3,0,0,1,1,NA,7,6,8,6,9
"3359",2000,3,NA,NA,1,1,NA,7,6,8,6,9
"3360",2000,5,NA,NA,1,1,NA,7,6,8,6,9
"3361",2000,3,0,0,1,9,NA,7,6,8,6,9
"3362",2000,28,NA,NA,0,1,922,11,6,9,6,9
"3363",2000,16,NA,NA,1,3,923,7,6,9,6,9
"3364",2000,2,NA,NA,1,1,12,7,6,10,6,9
"3365",2000,3,0,0,1,1,40,7,6,10,6,9
"3366",2000,3,0,0,1,1,NA,7,6,10,6,9
"3367",2000,63,1,0,1,1,253,7,6,10,6,9
"3368",2000,2,0,0,0,1,218,2,6,11,6,9
"3369",2000,8,1,0,1,NA,289,44,6,11,11,9
"3370",2000,3,0,0,1,1,541,7,6,11,6,9
"3371",2000,3,0,0,0,1,6,7,6,11,6,9
"3372",2000,2,0,0,1,1,NA,7,6,11,6,9
"3373",2000,33,0,0,1,5,924,7,6,11,35,9
"3374",2000,12,1,0,0,3,787,3,6,11,34,4
"3375",2000,5,0,0,1,1,NA,7,6,11,6,9
"3376",2000,13,5,0,1,1,NA,3,6,12,6,2
"3377",2000,7,1,0,1,20,NA,3,6,12,6,2
"3378",2000,41,8,0,1,10,43,3,6,26,6,2
"3379",2000,4,NA,NA,1,1,135,14,6,13,6,9
"3380",2000,6,NA,NA,1,5,NA,7,6,13,6,9
"3381",2000,25,NA,NA,0,NA,NA,5,6,13,6,9
"3382",2000,2,NA,NA,1,1,NA,3,6,13,6,4
"3383",2000,4,NA,NA,1,1,NA,24,6,14,6,15
"3384",2000,12,NA,NA,1,5,NA,7,6,15,6,9
"3385",2000,28,NA,NA,0,3,89,6,6,15,6,9
"3386",2000,31,0,0,1,1,925,7,6,15,6,9
"3387",2000,13,NA,0,1,1,NA,10,6,15,6,9
"3388",2000,11,1,0,1,NA,289,29,6,42,6,9
"3389",2000,4,2,0,1,1,21,3,6,17,6,2
"3390",2000,56,3,0,1,3,926,3,6,17,6,11
"3391",2000,54,3,0,1,5,927,25,6,17,6,9
"3392",2000,6,1,0,1,1,NA,10,6,17,6,9
"3393",2000,31,NA,NA,1,1,928,3,6,50,6,2
"3394",2000,3,NA,NA,1,8,576,8,6,30,6,9
"3395",2000,36,0,0,1,1,929,7,6,18,6,9
"3396",2000,45,0,0,1,14,NA,24,6,18,6,15
"3397",2000,19,0,0,1,5,640,8,6,19,36,9
"3398",2000,3,NA,NA,1,1,930,61,6,20,58,9
"3399",2000,19,0,0,1,18,17,7,6,20,6,9
"3400",2000,4,3,0,1,3,81,3,6,21,6,10
"3401",2000,5,0,0,1,NA,NA,7,6,52,6,51
"3402",2000,3,0,0,1,NA,NA,24,6,52,6,15
"3403",2000,29,NA,NA,1,9,168,19,7,27,6,9
"3404",2000,31,11,0,1,1,NA,24,7,39,6,15
"3405",2000,14,0,0,1,1,284,7,7,1,6,9
"3406",2000,5,0,0,1,3,325,7,7,1,2,9
"3407",2000,11,0,0,1,1,30,50,7,1,6,9
"3408",2000,6,0,0,1,1,910,7,7,1,6,9
"3409",2000,38,0,0,0,1,138,7,7,1,6,9
"3410",2000,16,0,0,1,1,293,7,7,1,6,9
"3411",2000,4,0,0,1,1,NA,3,7,22,6,39
"3412",2000,11,2,0,1,3,282,3,7,22,6,4
"3413",2000,2,NA,NA,1,1,931,7,7,3,6,9
"3414",2000,4,NA,NA,1,4,932,7,7,3,6,9
"3415",2000,2,NA,NA,1,1,933,12,7,3,12,9
"3416",2000,2,NA,NA,0,1,626,28,7,3,6,9
"3417",2000,9,0,0,0,21,428,28,7,3,6,9
"3418",2000,2,NA,NA,1,1,74,7,7,3,6,9
"3419",2000,2,0,0,1,1,109,7,7,3,6,9
"3420",2000,6,0,0,1,4,934,19,7,3,6,9
"3421",2000,3,1,NA,1,1,92,3,7,3,6,57
"3422",2000,2,0,0,0,1,27,12,7,3,6,9
"3423",2000,2,NA,NA,1,1,16,7,7,3,6,9
"3424",2000,5,NA,NA,0,1,661,8,7,3,6,9
"3425",2000,2,NA,NA,1,1,219,7,7,3,6,9
"3426",2000,7,NA,NA,0,3,935,7,7,3,6,9
"3427",2000,14,2,NA,1,11,936,7,7,3,11,9
"3428",2000,3,0,0,1,3,117,7,7,3,6,9
"3429",2000,6,0,0,1,1,937,7,7,32,6,9
"3430",2000,14,0,0,1,NA,NA,7,7,32,6,9
"3431",2000,2,1,0,1,3,938,12,7,5,6,9
"3432",2000,7,0,0,1,3,3,2,7,5,6,9
"3433",2000,2,0,0,0,1,3,2,7,5,6,9
"3434",2000,9,NA,NA,1,1,NA,7,7,6,6,9
"3435",2000,4,NA,NA,1,1,NA,50,7,6,6,9
"3436",2000,3,NA,NA,1,1,NA,45,7,6,6,9
"3437",2000,3,0,0,0,1,NA,7,7,6,6,9
"3438",2000,11,0,0,0,14,NA,8,7,7,6,9
"3439",2000,10,0,0,0,1,939,6,7,7,59,9
"3440",2000,9,0,0,1,1,267,50,7,7,59,9
"3441",2000,18,0,0,1,10,NA,7,7,7,6,9
"3442",2000,56,4,NA,1,1,NA,24,7,33,6,15
"3443",2000,5,0,0,0,3,940,3,7,8,6,35
"3444",2000,2,0,0,1,1,NA,7,7,8,6,9
"3445",2000,6,NA,NA,1,1,135,7,7,8,6,9
"3446",2000,7,0,0,1,1,NA,7,7,8,6,9
"3447",2000,2,0,0,1,1,NA,7,7,8,6,9
"3448",2000,7,0,0,1,1,135,7,7,8,6,9
"3449",2000,4,NA,NA,1,1,NA,7,7,8,6,9
"3450",2000,6,0,0,1,1,941,7,7,8,6,9
"3451",2000,82,0,0,1,1,942,7,7,8,6,9
"3452",2000,5,0,0,1,3,940,3,7,8,6,16
"3453",2000,2,0,0,0,3,NA,3,7,8,6,57
"3454",2000,6,NA,NA,1,1,NA,7,7,8,6,9
"3455",2000,6,0,0,1,1,NA,7,7,8,6,9
"3456",2000,2,NA,NA,1,1,147,2,7,9,6,9
"3457",2000,23,NA,NA,1,5,NA,7,7,9,6,9
"3458",2000,2,0,0,1,1,NA,7,7,10,6,9
"3459",2000,2,0,0,1,1,497,7,7,10,6,9
"3460",2000,20,NA,NA,1,1,NA,7,7,10,6,9
"3461",2000,2,NA,NA,1,1,NA,7,7,10,6,9
"3462",2000,2,0,0,1,1,943,7,7,10,6,9
"3463",2000,2,NA,NA,1,1,NA,7,7,10,6,9
"3464",2000,14,0,0,1,3,787,3,7,11,34,11
"3465",2000,21,0,0,1,5,71,7,7,11,6,9
"3466",2000,107,3,0,1,1,88,3,7,23,6,16
"3467",2000,3,1,0,1,1,NA,7,7,23,6,9
"3468",2000,26,NA,NA,1,NA,NA,3,7,12,6,19
"3469",2000,15,0,0,1,11,74,24,7,12,7,15
"3470",2000,4,1,0,1,20,233,3,7,12,6,2
"3471",2000,10,0,0,1,1,54,6,7,24,6,9
"3472",2000,16,NA,NA,0,22,NA,5,7,13,6,9
"3473",2000,2,NA,NA,0,3,74,24,7,13,7,15
"3474",2000,20,NA,NA,1,1,940,3,7,13,6,16
"3475",2000,15,NA,NA,1,6,486,6,7,13,6,9
"3476",2000,9,0,NA,1,1,NA,19,7,15,6,9
"3477",2000,26,0,0,1,1,138,7,7,15,6,9
"3478",2000,92,0,0,1,5,16,6,7,15,4,9
"3479",2000,4,1,0,1,NA,NA,3,7,16,6,11
"3480",2000,49,0,0,0,NA,NA,7,7,16,6,9
"3481",2000,32,1,0,1,1,76,3,7,17,6,4
"3482",2000,3,1,0,1,21,NA,3,7,17,6,6
"3483",2000,4,0,0,1,1,944,3,7,17,6,2
"3484",2000,5,2,0,1,1,NA,3,7,17,6,2
"3485",2000,2,0,0,0,1,147,2,7,50,6,9
"3486",2000,8,NA,NA,0,1,27,12,7,50,6,9
"3487",2000,95,13,2,1,10,945,8,7,38,6,9
"3488",2000,150,13,0,1,5,NA,3,7,30,6,58
"3489",2000,6,0,0,1,1,523,7,7,30,6,9
"3490",2000,200,NA,NA,0,14,8,62,7,18,6,9
"3491",2000,28,2,0,1,1,185,3,7,31,6,2
"3492",2000,27,NA,NA,1,10,43,3,7,19,2,2
"3493",2000,10,0,0,0,1,185,9,7,20,6,9
"3494",2000,18,2,0,1,5,946,24,7,20,6,59
"3495",2000,90,0,0,1,1,10,7,7,20,6,9
"3496",2000,21,0,0,1,7,854,7,7,20,35,9
"3497",2000,3,0,0,0,1,10,7,7,20,6,9
"3498",2000,3,1,0,1,1,364,3,7,20,2,2
"3499",2000,3,NA,NA,1,NA,165,7,7,20,6,9
"3500",2000,9,NA,NA,0,1,37,7,7,20,6,9
"3501",2000,25,0,NA,1,11,815,7,7,49,6,9
"3502",2000,736,23,1,1,1,947,24,7,21,6,15
"3503",2000,20,0,NA,1,1,142,7,7,21,6,9
"3504",2000,52,0,0,1,1,948,63,7,21,6,15
"3505",2000,21,0,0,1,5,949,7,7,21,6,9
"3506",2000,46,0,0,1,5,95,7,7,21,6,9
"3507",2000,2,0,0,1,1,NA,7,8,27,6,9
"3508",2000,50,5,0,1,1,115,3,8,27,10,40
"3509",2000,2,NA,NA,1,1,950,7,8,27,6,9
"3510",2000,2,1,0,1,1,NA,7,8,27,6,9
"3511",2000,4,0,0,1,NA,362,36,8,39,6,9
"3512",2000,25,NA,NA,1,1,NA,7,8,39,6,9
"3513",2000,22,0,0,1,5,8,7,8,1,6,9
"3514",2000,9,0,0,1,1,NA,7,8,1,6,9
"3515",2000,23,5,0,1,9,951,3,8,1,6,23
"3516",2000,7,0,0,1,1,899,7,8,1,6,9
"3517",2000,2,0,0,1,1,28,58,8,1,6,9
"3518",2000,3,NA,NA,1,1,42,7,8,1,6,9
"3519",2000,16,0,0,0,18,952,8,8,1,6,9
"3520",2000,55,0,0,1,5,953,7,8,1,6,9
"3521",2000,4,0,0,1,3,NA,7,8,1,6,9
"3522",2000,3,0,0,1,4,954,45,8,1,6,9
"3523",2000,31,0,0,0,18,NA,7,8,1,6,9
"3524",2000,2,0,0,1,1,955,7,8,1,60,9
"3525",2000,4,1,0,1,3,835,3,8,1,6,11
"3526",2000,4,NA,NA,0,1,956,8,8,1,6,9
"3527",2000,14,NA,0,0,1,6,7,8,2,6,9
"3528",2000,4,NA,NA,1,1,117,11,8,2,6,9
"3529",2000,19,0,0,1,11,NA,7,8,22,6,9
"3530",2000,3,0,0,1,1,200,7,8,3,6,9
"3531",2000,35,NA,NA,1,19,957,7,8,3,6,9
"3532",2000,3,NA,NA,1,1,27,7,8,3,6,9
"3533",2000,4,1,0,1,7,81,9,8,3,25,9
"3534",2000,4,NA,NA,1,5,958,7,8,3,6,9
"3535",2000,6,NA,NA,1,1,959,7,8,3,6,9
"3536",2000,6,0,0,1,9,431,12,8,3,6,9
"3537",2000,6,0,0,1,1,960,7,8,3,6,9
"3538",2000,13,2,0,1,NA,542,3,8,3,7,9
"3539",2000,4,2,NA,1,1,27,12,8,3,6,9
"3540",2000,3,0,0,1,1,827,7,8,3,61,9
"3541",2000,3,0,0,0,1,961,6,8,3,62,9
"3542",2000,4,NA,NA,0,1,197,2,8,3,6,9
"3543",2000,2,0,0,1,1,571,7,8,3,6,9
"3544",2000,44,8,0,1,5,123,3,8,32,6,28
"3545",2000,5,NA,NA,1,NA,NA,7,8,32,6,9
"3546",2000,6,NA,NA,1,3,NA,7,8,32,6,9
"3547",2000,4,NA,NA,1,1,NA,7,8,32,6,9
"3548",2000,2,2,0,1,1,28,2,8,5,6,9
"3549",2000,2,0,0,0,3,351,12,8,5,6,9
"3550",2000,5,0,0,1,3,833,12,8,5,6,9
"3551",2000,4,0,0,1,1,NA,29,8,5,6,9
"3552",2000,11,NA,0,1,1,NA,7,8,44,6,9
"3553",2000,44,0,0,1,30,NA,7,8,6,6,9
"3554",2000,2,NA,NA,0,1,NA,7,8,6,6,9
"3555",2000,45,NA,NA,1,3,733,6,8,6,6,9
"3556",2000,37,NA,NA,1,7,95,7,8,33,6,9
"3557",2000,21,2,0,1,NA,161,7,8,34,6,9
"3558",2000,42,NA,NA,0,7,62,6,8,35,6,9
"3559",2000,2,1,0,1,15,NA,24,8,37,6,15
"3560",2000,4,NA,NA,1,1,NA,7,8,8,6,9
"3561",2000,2,0,0,1,1,NA,7,8,8,6,9
"3562",2000,2,0,0,1,1,NA,7,8,8,6,9
"3563",2000,4,NA,NA,0,1,NA,14,8,8,6,9
"3564",2000,2,NA,NA,1,1,NA,7,8,8,6,9
"3565",2000,5,NA,NA,1,3,NA,3,8,8,6,9
"3566",2000,6,0,0,1,1,NA,7,8,8,6,9
"3567",2000,4,NA,NA,0,3,21,3,8,8,6,9
"3568",2000,18,0,0,0,5,165,8,8,8,6,9
"3569",2000,3,NA,NA,1,1,NA,7,8,8,6,9
"3570",2000,5,NA,NA,1,3,74,24,8,9,6,15
"3571",2000,18,0,0,1,8,16,7,8,10,6,9
"3572",2000,3,0,0,1,1,109,7,8,10,6,9
"3573",2000,3,0,0,1,1,NA,7,8,10,6,9
"3574",2000,4,0,0,1,1,283,7,8,10,6,9
"3575",2000,2,0,0,1,1,NA,7,8,10,6,9
"3576",2000,4,0,0,1,1,962,7,8,10,6,9
"3577",2000,15,1,0,1,5,NA,7,8,10,6,9
"3578",2000,3,0,0,1,NA,74,24,8,11,7,15
"3579",2000,24,0,0,1,5,963,15,8,11,6,9
"3580",2000,14,0,0,1,3,263,7,8,40,6,9
"3581",2000,50,5,0,1,NA,964,3,8,12,6,2
"3582",2000,10,NA,NA,1,1,NA,7,8,13,6,9
"3583",2000,13,NA,NA,1,NA,NA,7,8,13,6,9
"3584",2000,10,1,0,1,1,37,3,8,13,6,9
"3585",2000,5,NA,NA,1,1,965,7,8,13,6,9
"3586",2000,9,NA,NA,1,4,329,7,8,13,6,9
"3587",2000,18,NA,NA,1,5,NA,7,8,13,6,9
"3588",2000,24,NA,NA,1,1,NA,7,8,13,6,9
"3589",2000,6,0,0,0,1,17,28,8,15,6,9
"3590",2000,49,11,0,1,1,138,3,8,15,6,23
"3591",2000,22,0,0,1,5,NA,7,8,15,6,9
"3592",2000,132,NA,NA,1,1,642,3,8,15,2,2
"3593",2000,100,NA,0,1,NA,966,7,8,15,6,9
"3594",2000,41,11,0,1,1,333,3,8,15,2,2
"3595",2000,8,0,0,1,1,17,3,8,42,4,23
"3596",2000,37,4,0,1,1,NA,24,8,16,6,15
"3597",2000,2,NA,NA,1,1,117,11,8,16,6,9
"3598",2000,5,2,0,1,3,347,3,8,17,2,2
"3599",2000,11,0,0,1,5,NA,6,8,17,6,9
"3600",2000,3,1,0,1,NA,382,29,8,17,6,9
"3601",2000,8,4,NA,1,1,967,8,8,50,63,9
"3602",2000,204,16,0,1,1,NA,3,8,30,6,23
"3603",2000,4,2,NA,1,1,195,3,8,31,6,2
"3604",2000,9,1,0,1,1,360,3,8,47,6,2
"3605",2000,12,NA,NA,1,1,128,3,8,19,2,4
"3606",2000,4,NA,NA,1,1,968,15,8,19,6,9
"3607",2000,2,NA,NA,1,3,392,39,8,20,64,9
"3608",2000,3,3,NA,1,3,392,39,8,20,64,9
"3609",2000,4,3,NA,1,3,969,39,8,20,64,9
"3610",2000,2,0,0,1,1,3,2,8,20,6,9
"3611",2000,4,0,0,0,1,782,9,8,20,14,9
